date,open,high,low,close,volume
2026-01-21 14:20:00-05:00,1.1699,1.170425,1.16986,1.17042,-1.0
2026-01-21 14:25:00-05:00,1.17042,1.17054,1.16802,1.168595,-1.0
2026-01-21 14:30:00-05:00,1.168595,1.16872,1.167925,1.168535,-1.0
2026-01-21 14:35:00-05:00,1.168535,1.16863,1.168045,1.16823,-1.0
2026-01-21 14:40:00-05:00,1.16823,1.168545,1.16771,1.16803,-1.0
2026-01-21 14:45:00-05:00,1.16803,1.168225,1.16783,1.16819,-1.0
2026-01-21 14:50:00-05:00,1.16819,1.16856,1.168135,1.16849,-1.0
2026-01-21 14:55:00-05:00,1.16849,1.16919,1.16848,1.169145,-1.0
2026-01-21 15:00:00-05:00,1.169145,1.1692,1.16852,1.16859,-1.0
2026-01-21 15:05:00-05:00,1.16859,1.168815,1.16846,1.16852,-1.0
2026-01-21 15:10:00-05:00,1.16852,1.16878,1.168365,1.168465,-1.0
2026-01-21 15:15:00-05:00,1.168465,1.168505,1.16832,1.16841,-1.0
2026-01-21 15:20:00-05:00,1.16841,1.168705,1.167625,1.167785,-1.0
2026-01-21 15:25:00-05:00,1.167785,1.16808,1.167765,1.167985,-1.0
2026-01-21 15:30:00-05:00,1.167985,1.168335,1.167975,1.16832,-1.0
2026-01-21 15:35:00-05:00,1.16832,1.168585,1.16823,1.168235,-1.0
2026-01-21 15:40:00-05:00,1.168235,1.168535,1.16823,1.168475,-1.0
2026-01-21 15:45:00-05:00,1.168475,1.168645,1.168425,1.168485,-1.0
2026-01-21 15:50:00-05:00,1.168485,1.16893,1.168475,1.16886,-1.0
2026-01-21 15:55:00-05:00,1.16886,1.16897,1.168655,1.16868,-1.0
2026-01-21 16:00:00-05:00,1.16868,1.168735,1.16856,1.168565,-1.0
2026-01-21 16:05:00-05:00,1.168565,1.168595,1.16844,1.16858,-1.0
2026-01-21 16:10:00-05:00,1.16858,1.16874,1.168575,1.168605,-1.0
2026-01-21 16:15:00-05:00,1.168605,1.16873,1.16859,1.168705,-1.0
2026-01-21 16:20:00-05:00,1.168705,1.168705,1.16848,1.16859,-1.0
